Grid_Num,Join_Count,GRID_ID,coords,Longitudes,Latitudes,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Center_Lat,Center_Long,roundAbout,RoadwayFeatureMode,yieldSignCount,stopSignCount,speedMode,oneWayStop,oneWayStopCount,twoWayStop,twoWayStopCount,oneWayYield,oneWayYieldCount,twoWayYield,twoWayYieldCount,threeWayStop,threeWayStopCount,fourWayStop,fourWayStopCount,trafficSignal,trafficSignalCount
360,155,AB-18,"-85.26466496331182, 35.0722475109327, -85.26711554488821, 35.06800297913429, -85.27201670804106, 35.06800297913429, -85.2744672896174, 35.0722475109327, -85.27201670804106, 35.076492042731104, -85.26711554488821, 35.076492042731104, -85.26466496331182, 35.0722475109327","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,19.0,35.07224751,-85.26956613,0,3,2,6,50,1,6,0,0,0,0,0,0,0,0,0,0,1,3
361,26,AC-18,"-85.25731321858262, 35.06800297913429, -85.25976380015896, 35.063758447335715, -85.26466496331182, 35.063758447335715, -85.26711554488821, 35.06800297913429, -85.26466496331182, 35.0722475109327, -85.25976380015896, 35.0722475109327, -85.25731321858262, 35.06800297913429","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,19.0,35.06800298,-85.26221438,0,3,0,9,35,1,10,0,0,0,0,0,0,0,0,0,0,0,0
362,88,AD-18,"-85.24996147385338, 35.0722475109327, -85.25241205542983, 35.06800297913429, -85.25731321858262, 35.06800297913429, -85.25976380015896, 35.0722475109327, -85.25731321858262, 35.076492042731104, -85.25241205542983, 35.076492042731104, -85.24996147385338, 35.0722475109327","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,19.0,35.07224751,-85.25486264,0,5,3,32,30,1,9,1,13,1,3,0,0,0,0,0,0,0,0
363,213,AE-18,"-85.24260972912424, 35.06800297913429, -85.24506031070064, 35.063758447335715, -85.24996147385338, 35.063758447335715, -85.25241205542983, 35.06800297913429, -85.24996147385338, 35.0722475109327, -85.24506031070064, 35.0722475109327, -85.24260972912424, 35.06800297913429","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,19.0,35.06800298,-85.24751089,0,3,1,53,30,1,20,1,14,1,1,0,0,0,0,0,0,1,5
364,129,AF-18,"-85.23525798439505, 35.0722475109327, -85.23770856597139, 35.06800297913429, -85.24260972912424, 35.06800297913429, -85.24506031070064, 35.0722475109327, -85.24260972912424, 35.076492042731104, -85.23770856597139, 35.076492042731104, -85.23525798439505, 35.0722475109327","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,19.0,35.07224751,-85.24015915,0,3,1,5,30,1,4,0,0,1,1,0,0,0,0,0,0,0,0
365,48,AG-18,"-85.2279062396658, 35.06800297913429, -85.2303568212422, 35.063758447335715, -85.23525798439505, 35.063758447335715, -85.23770856597139, 35.06800297913429, -85.23525798439505, 35.0722475109327, -85.2303568212422, 35.0722475109327, -85.2279062396658, 35.06800297913429","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,19.0,35.06800298,-85.2328074,0,3,1,6,35,1,2,1,1,1,1,0,0,0,0,0,0,0,0
366,2,AH-18,"-85.22055449493655, 35.0722475109327, -85.22300507651306, 35.06800297913429, -85.2279062396658, 35.06800297913429, -85.2303568212422, 35.0722475109327, -85.2279062396658, 35.076492042731104, -85.22300507651306, 35.076492042731104, -85.22055449493655, 35.0722475109327","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,19.0,35.07224751,-85.22545566,0,3,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
367,20,AI-18,"-85.21320275020747, 35.06800297913429, -85.21565333178387, 35.063758447335715, -85.22055449493655, 35.063758447335715, -85.22300507651306, 35.06800297913429, -85.22055449493655, 35.0722475109327, -85.21565333178387, 35.0722475109327, -85.21320275020747, 35.06800297913429","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,17.0,35.06800298,-85.21810391,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,26,AJ-18,"-85.20585100547828, 35.0722475109327, -85.20830158705462, 35.06800297913429, -85.21320275020747, 35.06800297913429, -85.21565333178387, 35.0722475109327, -85.21320275020747, 35.076492042731104, -85.20830158705462, 35.076492042731104, -85.20585100547828, 35.0722475109327","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,19.0,35.07224751,-85.21075217,0,3,0,9,25,1,8,0,0,0,0,0,0,0,0,0,0,0,0
369,13,AK-18,"-85.19849926074903, 35.06800297913429, -85.20094984232549, 35.063758447335715, -85.20585100547828, 35.063758447335715, -85.20830158705462, 35.06800297913429, -85.20585100547828, 35.0722475109327, -85.20094984232549, 35.0722475109327, -85.19849926074903, 35.06800297913429","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,19.0,35.06800298,-85.20340042,0,0,2,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,244,AL-18,"-85.1911475160199, 35.0722475109327, -85.1935980975963, 35.06800297913429, -85.19849926074903, 35.06800297913429, -85.20094984232549, 35.0722475109327, -85.19849926074903, 35.076492042731104, -85.1935980975963, 35.076492042731104, -85.1911475160199, 35.0722475109327","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",4.0,2.0,14.0,35.07224751,-85.19604868,0,3,0,5,55,1,2,1,1,0,0,0,0,0,0,0,0,1,1
371,38,AM-18,"-85.1837957712907, 35.06800297913429, -85.18624635286704, 35.063758447335715, -85.1911475160199, 35.063758447335715, -85.1935980975963, 35.06800297913429, -85.1911475160199, 35.0722475109327, -85.18624635286704, 35.0722475109327, -85.1837957712907, 35.06800297913429","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,16.0,35.06800298,-85.18869693,0,3,0,2,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0
372,139,AN-18,"-85.17644402656146, 35.0722475109327, -85.17889460813785, 35.06800297913429, -85.1837957712907, 35.06800297913429, -85.18624635286704, 35.0722475109327, -85.1837957712907, 35.076492042731104, -85.17889460813785, 35.076492042731104, -85.17644402656146, 35.0722475109327","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,19.0,35.07224751,-85.18134519,0,3,2,4,45,1,4,0,0,1,2,0,0,0,0,0,0,1,2
373,29,AO-18,"-85.16909228183226, 35.06800297913429, -85.17154286340872, 35.063758447335715, -85.17644402656146, 35.063758447335715, -85.17889460813785, 35.06800297913429, -85.17644402656146, 35.0722475109327, -85.17154286340872, 35.0722475109327, -85.16909228183226, 35.06800297913429","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,19.0,35.06800298,-85.17399344,0,3,0,6,25,1,5,1,1,0,0,0,0,0,0,0,0,0,0
374,203,AP-18,"-85.16174053710313, 35.0722475109327, -85.16419111867953, 35.06800297913429, -85.16909228183226, 35.06800297913429, -85.17154286340872, 35.0722475109327, -85.16909228183226, 35.076492042731104, -85.16419111867953, 35.076492042731104, -85.16174053710313, 35.0722475109327","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,19.0,35.07224751,-85.1666417,0,3,2,6,45,1,5,0,0,1,2,0,0,0,0,0,0,1,2
375,66,AQ-18,"-85.15438879237394, 35.06800297913429, -85.15683937395028, 35.063758447335715, -85.16174053710313, 35.063758447335715, -85.16419111867953, 35.06800297913429, -85.16174053710313, 35.0722475109327, -85.15683937395028, 35.0722475109327, -85.15438879237394, 35.06800297913429","-85.15438879237394, -85.15683937395028, -85.16174053710313, -85.16419111867953, -85.16174053710313, -85.15683937395028, -85.15438879237394","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,16.0,35.06800298,-85.15928996,0,3,0,1,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0
376,173,AR-18,"-85.14703704764469, 35.0722475109327, -85.14948762922103, 35.06800297913429, -85.15438879237388, 35.06800297913429, -85.15683937395028, 35.0722475109327, -85.15438879237388, 35.076492042731104, -85.14948762922103, 35.076492042731104, -85.14703704764469, 35.0722475109327","-85.14703704764469, -85.14948762922103, -85.15438879237388, -85.15683937395028, -85.15438879237388, -85.14948762922103, -85.14703704764469","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,14.0,35.07224751,-85.15193821,0,1,2,1,40,1,1,0,0,0,0,0,0,0,0,0,0,1,3
377,287,AS-18,"-85.13968530291544, 35.06800297913429, -85.14213588449195, 35.063758447335715, -85.14703704764469, 35.063758447335715, -85.14948762922103, 35.06800297913429, -85.14703704764469, 35.0722475109327, -85.14213588449195, 35.0722475109327, -85.13968530291544, 35.06800297913429","-85.13968530291544, -85.14213588449195, -85.14703704764469, -85.14948762922103, -85.14703704764469, -85.14213588449195, -85.13968530291544","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,17.0,35.06800298,-85.14458647,1,2,5,4,40,1,3,1,1,1,3,0,0,0,0,0,0,1,2
378,34,AT-18,"-85.13233355818636, 35.0722475109327, -85.1347841397627, 35.06800297913429, -85.13968530291544, 35.06800297913429, -85.14213588449195, 35.0722475109327, -85.13968530291544, 35.076492042731104, -85.1347841397627, 35.076492042731104, -85.13233355818636, 35.0722475109327","-85.13233355818636, -85.1347841397627, -85.13968530291544, -85.14213588449195, -85.13968530291544, -85.1347841397627, -85.13233355818636","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",4.0,2.0,17.0,35.07224751,-85.13723472,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,6,AU-18,"-85.12498181345711, 35.06800297913429, -85.12743239503351, 35.063758447335715, -85.13233355818636, 35.063758447335715, -85.1347841397627, 35.06800297913429, -85.13233355818636, 35.0722475109327, -85.12743239503351, 35.0722475109327, -85.12498181345711, 35.06800297913429","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,19.0,35.06800298,-85.12988298,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,21,AV-18,"-85.11763006872792, 35.0722475109327, -85.12008065030426, 35.06800297913429, -85.12498181345711, 35.06800297913429, -85.12743239503351, 35.0722475109327, -85.12498181345711, 35.076492042731104, -85.12008065030426, 35.076492042731104, -85.11763006872792, 35.0722475109327","-85.11763006872792, -85.12008065030426, -85.12498181345711, -85.12743239503351, -85.12498181345711, -85.12008065030426, -85.11763006872792","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",8.0,2.0,11.0,35.07224751,-85.12253123,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,85,AW-18,"-85.11027832399867, 35.06800297913429, -85.11272890557512, 35.063758447335715, -85.11763006872792, 35.063758447335715, -85.12008065030426, 35.06800297913429, -85.11763006872792, 35.0722475109327, -85.11272890557512, 35.0722475109327, -85.11027832399867, 35.06800297913429","-85.11027832399867, -85.11272890557512, -85.11763006872792, -85.12008065030426, -85.11763006872792, -85.11272890557512, -85.11027832399867","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,11.0,35.06800298,-85.11517949,0,3,0,3,65,1,4,0,0,0,0,0,0,0,0,0,0,0,0
382,252,AX-18,"-85.10292657926954, 35.0722475109327, -85.10537716084593, 35.06800297913429, -85.11027832399867, 35.06800297913429, -85.11272890557512, 35.0722475109327, -85.11027832399867, 35.076492042731104, -85.10537716084593, 35.076492042731104, -85.10292657926954, 35.0722475109327","-85.10292657926954, -85.10537716084593, -85.11027832399867, -85.11272890557512, -85.11027832399867, -85.10537716084593, -85.10292657926954","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",4.0,2.0,11.0,35.07224751,-85.10782774,0,1,2,3,65,1,3,0,0,0,0,0,0,0,0,0,0,1,3
383,110,AY-18,"-85.09557483454034, 35.06800297913429, -85.09802541611668, 35.063758447335715, -85.10292657926954, 35.063758447335715, -85.10537716084593, 35.06800297913429, -85.10292657926954, 35.0722475109327, -85.09802541611668, 35.0722475109327, -85.09557483454034, 35.06800297913429","-85.09557483454034, -85.09802541611668, -85.10292657926954, -85.10537716084593, -85.10292657926954, -85.09802541611668, -85.09557483454034","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,16.0,35.06800298,-85.100476,0,3,0,4,40,1,5,0,0,0,0,0,0,0,0,0,0,1,2
384,29,AZ-18,"-85.0882230898111, 35.0722475109327, -85.09067367138749, 35.06800297913429, -85.09557483454034, 35.06800297913429, -85.09802541611668, 35.0722475109327, -85.09557483454034, 35.076492042731104, -85.09067367138749, 35.076492042731104, -85.0882230898111, 35.0722475109327","-85.0882230898111, -85.09067367138749, -85.09557483454034, -85.09802541611668, -85.09557483454034, -85.09067367138749, -85.0882230898111","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2.0,2.0,19.0,35.07224751,-85.09312425,0,3,0,3,40,1,5,0,0,0,0,0,0,0,0,0,0,0,0
385,17,BA-18,"-85.0808713450819, 35.06800297913429, -85.08332192665836, 35.063758447335715, -85.0882230898111, 35.063758447335715, -85.09067367138749, 35.06800297913429, -85.0882230898111, 35.0722475109327, -85.08332192665836, 35.0722475109327, -85.0808713450819, 35.06800297913429","-85.0808713450819, -85.08332192665836, -85.0882230898111, -85.09067367138749, -85.0882230898111, -85.08332192665836, -85.0808713450819","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2.0,2.0,19.0,35.06800298,-85.08577251,0,3,0,1,25,1,3,0,0,0,0,0,0,0,0,0,0,0,0
386,0,P-17,"-85.35288590006218, 35.08073657452945, -85.35533648163857, 35.076492042731104, -85.36023764479137, 35.076492042731104, -85.36268822636777, 35.08073657452945, -85.36023764479137, 35.08498110632786, -85.35533648163857, 35.08498110632786, -85.35288590006218, 35.08073657452945","-85.35288590006218, -85.35533648163857, -85.36023764479137, -85.36268822636777, -85.36023764479137, -85.35533648163857, -85.35288590006218","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",1.0,2.0,19.0,35.08073657,-85.35778706,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1,Q-17,"-85.34553415533298, 35.076492042731104, -85.34798473690932, 35.0722475109327, -85.35288590006218, 35.0722475109327, -85.35533648163857, 35.076492042731104, -85.35288590006218, 35.08073657452945, -85.34798473690932, 35.08073657452945, -85.34553415533298, 35.076492042731104","-85.34553415533298, -85.34798473690932, -85.35288590006218, -85.35533648163857, -85.35288590006218, -85.34798473690932, -85.34553415533298","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",1.0,2.0,19.0,35.07649204,-85.35043532,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1,S-17,"-85.3308306658746, 35.076492042731104, -85.333281247451, 35.0722475109327, -85.33818241060374, 35.0722475109327, -85.34063299218019, 35.076492042731104, -85.33818241060374, 35.08073657452945, -85.333281247451, 35.08073657452945, -85.3308306658746, 35.076492042731104","-85.3308306658746, -85.333281247451, -85.33818241060374, -85.34063299218019, -85.33818241060374, -85.333281247451, -85.3308306658746","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2.0,2.0,19.0,35.07649204,-85.33573183,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,40,T-17,"-85.32347892114541, 35.08073657452945, -85.32592950272175, 35.076492042731104, -85.3308306658746, 35.076492042731104, -85.333281247451, 35.08073657452945, -85.3308306658746, 35.08498110632786, -85.32592950272175, 35.08498110632786, -85.32347892114541, 35.08073657452945","-85.32347892114541, -85.32592950272175, -85.3308306658746, -85.333281247451, -85.3308306658746, -85.32592950272175, -85.32347892114541","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2.0,2.0,17.0,35.08073657,-85.32838008,0,3,0,2,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0
390,237,U-17,"-85.31612717641616, 35.076492042731104, -85.31857775799256, 35.0722475109327, -85.32347892114541, 35.0722475109327, -85.32592950272175, 35.076492042731104, -85.32347892114541, 35.08073657452945, -85.31857775799256, 35.08073657452945, -85.31612717641616, 35.076492042731104","-85.31612717641616, -85.31857775799256, -85.32347892114541, -85.32592950272175, -85.32347892114541, -85.31857775799256, -85.31612717641616","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2.0,2.0,19.0,35.07649204,-85.32102834,0,3,3,3,55,1,8,1,1,1,1,0,0,0,0,0,0,0,0
391,25,V-17,"-85.30877543168691, 35.08073657452945, -85.31122601326342, 35.076492042731104, -85.31612717641616, 35.076492042731104, -85.31857775799256, 35.08073657452945, -85.31612717641616, 35.08498110632786, -85.31122601326342, 35.08498110632786, -85.30877543168691, 35.08073657452945","-85.30877543168691, -85.31122601326342, -85.31612717641616, -85.31857775799256, -85.31612717641616, -85.31122601326342, -85.30877543168691","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2.0,2.0,19.0,35.08073657,-85.31367659,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,81,W-17,"-85.30142368695783, 35.076492042731104, -85.30387426853423, 35.0722475109327, -85.30877543168691, 35.0722475109327, -85.31122601326342, 35.076492042731104, -85.30877543168691, 35.08073657452945, -85.30387426853423, 35.08073657452945, -85.30142368695783, 35.076492042731104","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2.0,2.0,19.0,35.07649204,-85.30632485,0,3,0,21,35,1,8,1,4,0,0,0,0,0,0,0,0,0,0
393,118,X-17,"-85.29407194222858, 35.08073657452945, -85.29652252380498, 35.076492042731104, -85.30142368695783, 35.076492042731104, -85.30387426853417, 35.08073657452945, -85.30142368695783, 35.08498110632786, -85.29652252380498, 35.08498110632786, -85.29407194222858, 35.08073657452945","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2.0,2.0,19.0,35.08073657,-85.29897311,0,3,10,21,30,1,14,1,3,1,5,0,0,0,0,0,0,1,2
394,46,Y-17,"-85.28672019749939, 35.076492042731104, -85.28917077907573, 35.0722475109327, -85.29407194222858, 35.0722475109327, -85.29652252380498, 35.076492042731104, -85.29407194222858, 35.08073657452945, -85.28917077907573, 35.08073657452945, -85.28672019749939, 35.076492042731104","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2.0,2.0,19.0,35.07649204,-85.29162136,0,3,2,19,25,1,16,1,3,1,1,0,0,0,0,0,0,0,0
395,3,Z-17,"-85.27936845277014, 35.08073657452945, -85.28181903434665, 35.076492042731104, -85.28672019749939, 35.076492042731104, -85.28917077907573, 35.08073657452945, -85.28672019749939, 35.08498110632786, -85.28181903434665, 35.08498110632786, -85.27936845277014, 35.08073657452945","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2.0,2.0,19.0,35.08073657,-85.28426962,0,3,0,3,20,1,2,1,1,0,0,0,0,0,0,0,0,0,0
396,3,AA-17,"-85.27201670804106, 35.076492042731104, -85.2744672896174, 35.0722475109327, -85.27936845277014, 35.0722475109327, -85.28181903434665, 35.076492042731104, -85.27936845277014, 35.08073657452945, -85.2744672896174, 35.08073657452945, -85.27201670804106, 35.076492042731104","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",,,,35.07649204,-85.27691787,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,28,AB-17,"-85.26466496331182, 35.08073657452945, -85.26711554488821, 35.076492042731104, -85.27201670804106, 35.076492042731104, -85.2744672896174, 35.08073657452945, -85.27201670804106, 35.08498110632786, -85.26711554488821, 35.08498110632786, -85.26466496331182, 35.08073657452945","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",1.0,2.0,19.0,35.08073657,-85.26956613,0,3,6,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0
398,139,AC-17,"-85.25731321858262, 35.076492042731104, -85.25976380015896, 35.0722475109327, -85.26466496331182, 35.0722475109327, -85.26711554488821, 35.076492042731104, -85.26466496331182, 35.08073657452945, -85.25976380015896, 35.08073657452945, -85.25731321858262, 35.076492042731104","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2.0,2.0,19.0,35.07649204,-85.26221438,0,3,1,14,50,1,14,1,1,0,0,0,0,0,0,0,0,0,0
399,37,AD-17,"-85.24996147385338, 35.08073657452945, -85.25241205542983, 35.076492042731104, -85.25731321858262, 35.076492042731104, -85.25976380015896, 35.08073657452945, -85.25731321858262, 35.08498110632786, -85.25241205542983, 35.08498110632786, -85.24996147385338, 35.08073657452945","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2.0,2.0,19.0,35.08073657,-85.25486264,0,3,0,6,15,1,4,1,1,0,0,0,0,0,0,0,0,0,0
400,70,AE-17,"-85.24260972912424, 35.076492042731104, -85.24506031070064, 35.0722475109327, -85.24996147385338, 35.0722475109327, -85.25241205542983, 35.076492042731104, -85.24996147385338, 35.08073657452945, -85.24506031070064, 35.08073657452945, -85.24260972912424, 35.076492042731104","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2.0,2.0,19.0,35.07649204,-85.24751089,0,5,2,25,30,1,6,1,9,1,1,0,0,0,0,0,0,1,3
401,52,AF-17,"-85.23525798439505, 35.08073657452945, -85.23770856597139, 35.076492042731104, -85.24260972912424, 35.076492042731104, -85.24506031070064, 35.08073657452945, -85.24260972912424, 35.08498110632786, -85.23770856597139, 35.08498110632786, -85.23525798439505, 35.08073657452945","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2.0,2.0,19.0,35.08073657,-85.24015915,0,3,2,5,30,1,6,0,0,0,0,0,0,0,0,0,0,0,0
